sample	Minutes	Temperature	Lifestyle	Identification	OD_avg	Genus
TS-038	8190	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8190	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8220	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8220	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8250	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8250	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	8280	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8280	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8310	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8310	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	8340	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8340	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8370	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8370	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8400	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8400	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8430	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8430	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8460	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8460	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	8490	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8490	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	8520	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8520	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8550	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8550	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8580	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8580	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8610	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8610	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	8640	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8640	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8670	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8670	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	8700	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8700	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8730	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8730	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8760	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8760	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	8790	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8790	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8820	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8820	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8850	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8850	37 °C	Environmental	Apiotrichum porosum	5e-04	Apiotrichum
TS-038	8880	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8880	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8910	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8910	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	8940	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8940	37 °C	Environmental	Apiotrichum porosum	0.000375000000000014	Apiotrichum
TS-038	8970	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	8970	37 °C	Environmental	Apiotrichum porosum	0.000374999999999986	Apiotrichum
TS-038	9000	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9000	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	9030	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9030	37 °C	Environmental	Apiotrichum porosum	0.000375000000000014	Apiotrichum
TS-038	9060	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9060	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	9090	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9090	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9120	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9120	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	9150	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9150	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9180	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9180	37 °C	Environmental	Apiotrichum porosum	5e-04	Apiotrichum
TS-038	9210	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9210	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	9240	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9240	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	9270	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9270	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	9300	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9300	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9330	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9330	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9360	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9360	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9390	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9390	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	9420	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9420	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9450	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9450	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9480	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9480	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	9510	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9510	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	9540	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9540	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9570	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9570	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	9600	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9600	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9630	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9630	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9660	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9660	37 °C	Environmental	Apiotrichum porosum	0.000125000000000014	Apiotrichum
TS-038	9690	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9690	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9720	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9720	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9750	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9750	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9780	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9780	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9810	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9810	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	9840	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9840	37 °C	Environmental	Apiotrichum porosum	5e-04	Apiotrichum
TS-038	9870	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9870	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9900	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9900	37 °C	Environmental	Apiotrichum porosum	5e-04	Apiotrichum
TS-038	9930	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9930	37 °C	Environmental	Apiotrichum porosum	0.00025	Apiotrichum
TS-038	9960	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9960	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9990	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	9990	37 °C	Environmental	Apiotrichum porosum	0.000124999999999986	Apiotrichum
TS-038	10020	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	10020	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	10050	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	10050	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	10080	33 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-038	10080	37 °C	Environmental	Apiotrichum porosum	0	Apiotrichum
TS-039	0	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00112499999999999	Cutaneotrichosporon
TS-039	0	37 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	30	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00287499999999999	Cutaneotrichosporon
TS-039	30	37 °C	Clinical	Cutaneotrichosporon curvatus	0.0025	Cutaneotrichosporon
TS-039	60	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00337499999999999	Cutaneotrichosporon
TS-039	60	37 °C	Clinical	Cutaneotrichosporon curvatus	0.00112500000000001	Cutaneotrichosporon
TS-039	90	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00287499999999999	Cutaneotrichosporon
TS-039	90	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	120	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00275	Cutaneotrichosporon
TS-039	120	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	150	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00237499999999999	Cutaneotrichosporon
TS-039	150	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	180	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0025	Cutaneotrichosporon
TS-039	180	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	210	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0025	Cutaneotrichosporon
TS-039	210	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	240	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00212499999999999	Cutaneotrichosporon
TS-039	240	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	270	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00212499999999999	Cutaneotrichosporon
TS-039	270	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	300	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	300	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	330	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	330	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	360	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	360	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	390	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	390	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	420	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	420	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	450	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	450	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	480	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	480	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	510	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	510	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	540	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	540	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	570	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	570	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	600	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	600	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	630	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	630	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	660	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	660	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	690	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	690	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	720	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	720	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	750	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	750	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	780	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	780	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	810	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	810	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	840	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	840	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	870	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	870	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	900	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	900	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	930	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	930	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	960	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00212499999999999	Cutaneotrichosporon
TS-039	960	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	990	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	990	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1020	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1020	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1050	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	1050	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1080	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1080	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1110	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	1110	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1140	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1140	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1170	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1170	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1200	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	1200	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1230	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1230	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1260	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1260	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1290	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1290	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1320	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1320	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1350	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1350	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1380	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	1380	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1410	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00212499999999999	Cutaneotrichosporon
TS-039	1410	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1440	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1440	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1470	33 °C	Clinical	Cutaneotrichosporon curvatus	0.002	Cutaneotrichosporon
TS-039	1470	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1500	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	1500	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1530	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	1530	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1560	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1560	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1590	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1590	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1620	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	1620	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1650	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1650	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1680	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1680	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1710	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	1710	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1740	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	1740	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1770	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	1770	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1800	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
TS-039	1800	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1830	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00112499999999999	Cutaneotrichosporon
TS-039	1830	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1860	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	1860	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1890	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	1890	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1920	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	1920	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1950	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	1950	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	1980	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	1980	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2010	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	2010	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2040	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00187499999999999	Cutaneotrichosporon
TS-039	2040	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2070	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2070	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2100	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2100	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2130	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2130	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2160	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	2160	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2190	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	2190	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2220	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2220	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2250	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	2250	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2280	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00112499999999999	Cutaneotrichosporon
TS-039	2280	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2310	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	2310	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2340	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00162499999999999	Cutaneotrichosporon
TS-039	2340	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2370	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2370	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2400	33 °C	Clinical	Cutaneotrichosporon curvatus	0.001	Cutaneotrichosporon
TS-039	2400	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2430	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00112499999999999	Cutaneotrichosporon
TS-039	2430	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2460	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	2460	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2490	33 °C	Clinical	Cutaneotrichosporon curvatus	0.001	Cutaneotrichosporon
TS-039	2490	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2520	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00125	Cutaneotrichosporon
TS-039	2520	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2550	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00137499999999999	Cutaneotrichosporon
TS-039	2550	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2580	33 °C	Clinical	Cutaneotrichosporon curvatus	0.0015	Cutaneotrichosporon
TS-039	2580	37 °C	Clinical	Cutaneotrichosporon curvatus	0	Cutaneotrichosporon
TS-039	2610	33 °C	Clinical	Cutaneotrichosporon curvatus	0.00175	Cutaneotrichosporon
